ID,T_Circularity,rect2_Width,rect2_Height,rect2_Phi,Area,Anisometry,Bulkiness,StructureFactor,Circularity,Compactness,Convexity,Rectangularity,ContLength,Ra,Rb,Phi,outer_Radius,inner_Radius,inner_Width,inner_Height,dist_Mean,dist_Deviation,Roundness,num_Sides,connect_Num,holes_Num,area_Holes,max_Diameter,Orientation,Euler_number,moments_M11,moments_M20,moments_M02,moments_Ia,moments_Ib,moments_M11_invar,moments_M20_invar,moments_M02_invar,moments_Phi1,moments_Phi2,moments_M21,moments_M12,moments_M03,moments_M30,moments_M21_invar,moments_M12_invar,moments_M03_invar,moments_M30_invar,moments_Psi1,moments_Psi2,moments_Psi3,moments_Psi4,sk_rect2_Width,sk_rect2_Height,sk_rect2_Phi,sk_Area,sk_Anisometry,sk_Bulkiness,sk_StructureFactor,sk_Circularity,sk_Compactness,sk_Convexity,sk_Rectangularity,sk_ContLength,sk_Ra,sk_Rb,sk_Phi,sk_outer_Radius,sk_inner_Radius,sk_inner_Width,sk_inner_Height,sk_dist_Mean,sk_dist_Deviation,sk_Roundness,sk_num_Sides,sk_connect_Num,sk_holes_Num,sk_area_Holes,sk_max_Diameter,sk_Orientation,sk_Euler_number,sk_moments_M11,sk_moments_M20,sk_moments_M02,sk_moments_Ia,sk_moments_Ib,sk_moments_M11_invar,sk_moments_M20_invar,sk_moments_M02_invar,sk_moments_Phi1,sk_moments_Phi2,sk_moments_M21,sk_moments_M12,sk_moments_M03,sk_moments_M30,sk_moments_M21_invar,sk_moments_M12_invar,sk_moments_M03_invar,sk_moments_M30_invar,sk_moments_Psi1,sk_moments_Psi2,sk_moments_Psi3,sk_moments_Psi4,Class
9,0.104734,246,45,0,29532,7.07057,1.06363,6.52049,0.131492,4.45964,0.819491,0.849432,1286.48,265.885,37.6045,-0.0308835,247.158,34.5,50,378,143.641,70.1274,0.511785,1.97997,1,0,0,493.315,3.11071,1,1.58E+07,1.09E+07,5.21E+08,5.22E+08,1.04E+07,0.0181013,0.0125301,0.597902,0.610433,0.343971,2.03E+08,-5.67E+08,-4.92E+09,1.86E+07,7.90E-06,-2.20E-05,-0.000191108,7.21E-07,0.00716414,-5.43E-10,-2.14E-06,1.27E-07,237.44,34.9423,-0.10786,675,12.8383,30.3129,388.166,0.00280357,239.458,0.0301487,0.0219072,1425.19,289.164,22.5236,-0.035809,238.326,0.5,0,41,125.408,71.9083,0.426603,1.83512,1,0,0,474.951,3.10578,1,501777,103585,1.41E+07,1.41E+07,85608.8,1.10129,0.227346,30.9294,31.1567,947.467,9.66E+06,771022,-4.28E+08,530580,0.0314012,0.00250701,-1.39103,0.0017252,5.81883,-75.3633,-25.3571,1264.67,OK
9,0.0992445,246,61,0,30277,6.66725,1.11376,6.42574,0.13117,4.64336,0.7124,0.814218,1329.16,267.517,40.124,-0.0461568,246.906,34,50,374,145.606,69.0708,0.525632,2.00706,1,0,0,492.796,3.09544,1,2.44E+07,1.33E+07,5.41E+08,5.42E+08,1.22E+07,0.0266236,0.0145231,0.589692,0.604215,0.333654,4.32E+08,-7.37E+08,-7.25E+09,5.87E+07,1.56E-05,-2.65E-05,-0.000261206,2.11E-06,0.00785535,-5.21E-09,-7.32E-06,4.80E-07,238.274,52.4217,-0.152649,729,10.1523,37.4073,378.771,0.00296246,257.789,0.0240642,0.0113292,1536.74,296.858,29.2405,-0.0530537,239.923,0.5,0,44,131.022,70.2621,0.463737,1.89409,1,1,1,478.205,3.08854,0,842233,200550,1.60E+07,1.61E+07,155825,1.58481,0.377371,30.137,30.5144,895.683,1.94E+07,-1.54E+07,-5.04E+08,2.48E+06,0.0501614,-0.0396707,-1.30211,0.00640609,8.8612,-372.474,-71.9267,5417.64,OK
9,0.105049,246.639,42.2867,-0.060736,29687,7.0461,1.04854,6.3881,0.129752,4.30978,0.840706,0.852606,1267.99,264.225,37.4995,-0.073293,247.182,34,40,358,144.346,69.3249,0.519732,1.99538,1,0,0,493.315,3.0683,1,3.71E+07,1.32E+07,5.15E+08,5.18E+08,1.04E+07,0.0420719,0.0149311,0.584837,0.599769,0.331873,2.39E+08,-3.14E+08,-6.43E+09,5.51E+07,9.12E-06,-1.20E-05,-0.000245578,2.11E-06,0.00696223,-7.64E-10,-2.43E-06,1.38E-07,239.254,32.048,-0.133529,620,16.38,28.0614,458.644,0.00273731,220.254,0.0265935,0.0204671,1309.97,301.184,18.3874,-0.0803944,240.219,0.5,31,0,133.155,69.9162,0.474926,1.91305,1,0,0,478.6,3.0612,1,1.12E+06,142747,1.40E+07,1.41E+07,52404.7,2.91704,0.371349,36.3423,36.7137,1327.95,5.06E+06,-7.72E+06,-2.21E+08,909424,0.0212452,-0.0324104,-0.927074,0.00381585,4.98653,-15.2232,-12.5807,583.65,OK
9,0.0996991,246.767,60.9631,-0.124355,30360,6.62859,1.10155,6.30171,0.128715,4.80214,0.695198,0.814988,1353.55,265.637,40.0744,-0.0812074,247.438,33.5,38,362,146.987,68.1268,0.536512,2.02918,1,0,0,493.875,3.06039,1,4.23E+07,1.56E+07,5.32E+08,5.36E+08,1.22E+07,0.0459093,0.0169607,0.577315,0.594276,0.322428,4.84E+08,-4.88E+08,-8.61E+09,1.27E+08,1.73E-05,-1.75E-05,-0.000307561,4.53E-06,0.00768401,-6.76E-09,-8.01E-06,5.10E-07,239.319,52.9155,-0.0753289,720,10.5761,40.7564,430.042,0.00310563,261.486,0.0199678,0.0238758,1538.14,314.305,29.7185,-0.0935888,240.986,0.5,31,0,141.729,68.3699,0.517602,1.99121,1,0,0,480.017,3.048,1,1.64E+06,312880,1.76E+07,1.78E+07,158974,3.16297,0.603549,34.0044,34.6079,1155.63,1.60E+07,-2.96E+07,-3.86E+08,4.56E+06,0.0430008,-0.0792191,-1.03309,0.0122074,10.5189,-252.136,-70.0166,6312.91,OK
9,0.0957281,246.451,55.87,-0.12605,30030,6.8085,1.08615,6.39507,0.130119,4.57768,0.742986,0.8358,1314.33,265.873,39.0501,-0.0576245,247.032,34,46,375,146.51,68.5793,0.531913,2.01974,1,0,0,492.967,3.08397,1,2.99E+07,1.32E+07,5.29E+08,5.31E+08,1.14E+07,0.033106,0.0146048,0.586571,0.601176,0.33153,3.57E+08,-5.82E+08,-7.60E+09,6.58E+07,1.32E-05,-2.15E-05,-0.000280511,2.43E-06,0.00747072,-3.26E-09,-5.42E-06,3.34E-07,238.403,48.3933,-0.157521,699,11.0864,37.1775,411.163,0.00297359,250.7,0.0222903,0.0247844,1483.96,302.829,27.3155,-0.0707947,239.838,0.5,0,32,135.59,67.6865,0.500801,1.95926,1,0,0,478.067,3.0708,1,1.12E+06,209919,1.59E+07,1.60E+07,130387,2.29541,0.429634,32.6361,33.0657,1058.33,1.47E+07,-9.97E+06,-3.38E+08,2.79E+06,0.0431864,-0.0291866,-0.989796,0.0081634,8.75267,-156.495,-50.1332,3756.88,OK
9,0.0887222,246,54,0,30168,6.82584,1.07898,6.36492,0.129424,4.53953,0.759765,0.83662,1311.85,265.939,38.9607,-0.0594863,247.51,34,44,383,146.155,68.7666,0.529495,2.01483,1,0,0,493.964,3.08211,1,3.10E+07,1.33E+07,5.32E+08,5.33E+08,1.14E+07,0.0340352,0.014606,0.584055,0.598661,0.328906,3.21E+08,-7.51E+08,-7.71E+09,6.14E+07,1.17E-05,-2.74E-05,-0.00028084,2.24E-06,0.00737233,-2.81E-09,-4.94E-06,3.00E-07,239.248,43.7289,-0.0525831,696,12.0203,35.1896,421.99,0.003011,252.474,0.0240755,0.0211237,1486,306.122,25.4671,-0.0718971,240.892,0.5,0,31,137.238,67.8748,0.505422,1.96789,1,0,0,480.577,3.0697,1,1.16E+06,196411,1.62E+07,1.63E+07,112852,2.39507,0.40546,33.488,33.8934,1117.4,1.02E+07,-1.94E+07,-2.71E+08,1.38E+06,0.0301833,-0.0575394,-0.803007,0.00409369,7.84169,-60.039,-31.9135,2383.44,OK
9,0.0874174,245.967,60.9347,0.0208303,30408,6.63644,1.105,6.33325,0.129279,4.67508,0.71592,0.818913,1336.58,266.42,40.1451,-0.0565289,247.573,34,48,351,146.8,68.1977,0.535439,2.02697,1,0,0,494.146,3.08506,1,2.97E+07,1.39E+07,5.38E+08,5.40E+08,1.23E+07,0.0321704,0.0150705,0.581741,0.596812,0.325255,4.51E+08,-7.46E+08,-8.77E+09,7.78E+07,1.60E-05,-2.65E-05,-0.000312026,2.77E-06,0.0077322,-6.81E-09,-8.04E-06,5.14E-07,238,54,0,710,10.1436,40.3664,408.461,0.00295323,255.308,0.0221129,0.0155668,1509.27,304.201,29.9894,-0.0707435,239.838,0.5,0,32,137.064,66.5131,0.514728,1.98563,1,1,1,478.573,3.07085,0,1.15E+06,240907,1.63E+07,1.64E+07,159638,2.27509,0.477895,32.4226,32.9005,1041.17,1.71E+07,-2.82E+07,-4.17E+08,2.94E+06,0.0476417,-0.0788635,-1.1663,0.00821845,10.3186,-346.39,-78.7192,7064.16,OK
9,0.10171,243.692,41.2773,-0.0663843,28901,6.98885,1.03921,6.26286,0.136827,4.31736,0.843997,0.847095,1252.19,258.485,36.9853,-0.0526138,244.751,34.5,42,369,143.655,68.4666,0.523397,2.00261,1,0,0,488.213,3.08898,1,2.48E+07,1.12E+07,4.81E+08,4.83E+08,9.88E+06,0.0297312,0.0133985,0.576395,0.589793,0.3205,1.21E+08,-1.36E+08,-1.63E+09,1.74E+07,5.03E-06,-5.64E-06,-6.73E-05,7.21E-07,0.00683887,-3.59E-11,-6.14E-07,3.56E-08,236.843,35.718,-0.120942,653,13.0261,32.5157,422.551,0.00252177,234.55,0.0331203,0.0176088,1387.33,296.712,22.7783,-0.0436249,237.536,0.5,0,35,130.653,70.2086,0.462634,1.89225,1,0,0,473.689,3.09797,1,622500,111876,1.43E+07,1.44E+07,84702.6,1.45987,0.262369,33.6414,33.9038,1122.69,1.11E+07,-3.67E+07,-8.88E+08,1.38E+06,0.0400015,-0.131732,-3.19091,0.00494057,6.69524,-509.708,-64.2848,3559.44,OK
9,0.106955,245,62,0,30211,6.57682,1.10233,6.24981,0.135741,4.70327,0.70514,0.833894,1336.25,264.041,40.1472,0.00131732,246.163,34.5,56,376,147.295,68.0239,0.538181,2.03264,1,0,0,491.178,-3.14028,1,-677610,1.22E+07,5.27E+08,5.27E+08,1.22E+07,-0.00074242,0.0133388,0.57692,0.590259,0.317627,4.22E+08,2.81E+07,-3.64E+09,-8.98E+06,1.53E-05,1.02E-06,-0.000132028,-3.26E-07,0.00769488,-1.73E-09,-4.90E-06,3.22E-07,235.667,54.051,-0.119608,709,9.36272,39.1838,365.867,0.00256659,248.423,0.0260126,0.0215629,1487.73,287.742,30.7327,0.00633816,237.451,0.5,0,164,125.101,71.7755,0.42626,1.8346,1,0,0,473.296,-3.13525,1,-91951.8,167995,1.47E+07,1.47E+07,167412,-0.182923,0.334198,29.1932,29.5274,832.976,2.19E+07,2.33E+07,-1.08E+09,-42064.9,0.0614482,0.0653762,-3.03767,-0.000118027,9.72285,-1445.85,-124.028,9843.02,OK
9,0.102731,242.5,55,0,29419,6.73721,1.07374,6.23402,0.136889,4.57686,0.742923,0.850176,1300.78,260.273,38.6321,-0.0471876,244.18,34.5,43,368,145.304,67.6859,0.534179,2.02438,1,0,0,487.056,3.09441,1,2.30E+07,1.21E+07,4.97E+08,4.98E+08,1.10E+07,0.0265264,0.0139353,0.574413,0.588348,0.316949,2.64E+08,-2.80E+08,-2.70E+09,3.08E+07,1.04E-05,-1.10E-05,-0.000106036,1.21E-06,0.00730095,-5.09E-10,-2.53E-06,1.58E-07,237.033,49.2692,0.0584918,730,10.6603,36.9529,392.928,0.00279389,261.37,0.0240187,0.0218185,1548.44,302.548,28.381,-0.0335093,238.426,0.5,0,36,134.537,69.5777,0.482835,1.92681,1,0,0,475.195,3.10808,1,554440,165586,1.67E+07,1.67E+07,147000,1.04042,0.310726,31.3129,31.6236,965.465,1.86E+07,-3.19E+07,-1.09E+09,1.92E+06,0.0478082,-0.0819522,-2.79297,0.0049442,8.64725,-752.263,-85.8068,6065.11,OK
9,0.103855,243.5,62,0,29942,6.5506,1.10275,6.22364,0.136835,4.76421,0.7026,0.829453,1338.88,262.388,40.0555,-0.0275981,245.128,34.5,50,367,147.206,67.5727,0.540966,2.03846,1,0,0,488.991,3.11399,1,1.39E+07,1.24E+07,5.15E+08,5.15E+08,1.20E+07,0.0154869,0.0138238,0.574412,0.588236,0.315218,4.10E+08,-1.65E+08,-3.27E+09,2.73E+07,1.53E-05,-6.16E-06,-0.000121699,1.02E-06,0.00770071,-1.63E-09,-4.90E-06,3.24E-07,237.16,54.7144,0.0853775,726,8.96304,42.1898,377.149,0.00258206,258.821,0.0243306,0.0172667,1536.64,295.614,32.9814,-0.0220894,238.919,0.5,0,57,129.824,71.5948,0.448525,1.86922,1,0,0,476.63,3.1195,1,345882,205073,1.59E+07,1.59E+07,197431,0.656229,0.389076,30.0776,30.4667,883.134,2.69E+07,-1.74E+07,-1.28E+09,2.07E+06,0.0702527,-0.0455088,-3.3578,0.00540589,11.2719,-2481.68,-173.238,15850.8,OK
9,0.101885,243.139,54.4094,-0.0788552,29280,6.75007,1.07403,6.24982,0.136628,4.56693,0.748409,0.848242,1296.29,259.941,38.5093,-0.0157188,244.288,34.5,52,374,145.43,67.9998,0.532422,2.02078,1,0,0,487.332,3.12587,1,7.60E+06,1.10E+07,4.94E+08,4.95E+08,1.09E+07,0.00886802,0.0128013,0.576783,0.589584,0.318389,2.88E+08,9.84E+07,-2.71E+09,1.18E+07,1.15E-05,3.92E-06,-0.000107829,4.69E-07,0.00730495,-5.52E-10,-2.64E-06,1.64E-07,237.962,48.6229,-0.114364,710,10.4649,37.2856,389.191,0.00258499,250.566,0.0258107,0.0206504,1495.19,296.957,28.3763,-0.00975411,239.159,0.5,0,143,130.294,71.6443,0.450134,1.8718,1,0,0,476.42,3.13184,1,151273,144401,1.57E+07,1.57E+07,142926,0.300085,0.286454,31.0475,31.334,946.603,2.01E+07,1.88E+06,-1.19E+09,1.10E+06,0.0562088,0.00526092,-3.31205,0.00307498,8.80362,-1124.74,-104.925,7584.5,OK
9,0.105322,245.224,41.056,-0.0117642,29320,7.08774,1.05168,6.45406,0.132677,4.35136,0.833523,0.859186,1266.19,263.757,37.2131,-0.0363,246.365,33.5,52,378,142.022,70.4166,0.504184,1.96557,1,0,0,491.712,-0.0363,1,1.81E+07,1.08E+07,5.09E+08,5.10E+08,1.02E+07,0.0210851,0.0125735,0.59241,0.604983,0.337988,-1.78E+08,1.60E+08,3.81E+09,-2.22E+07,-7.07E-06,6.33E-06,0.000151133,-8.80E-07,0.00700407,-2.05E-10,-1.32E-06,7.63E-08,238.534,33.2227,0.0162148,639,13.7129,30.9743,423.747,0.00255535,226.283,0.0276935,0.0247103,1347.97,293.928,21.4344,-0.0365124,239.799,0.5,0,55,126.985,73.8498,0.418437,1.8229,1,0,0,478.06,-0.0365124,1,500796,91688,1.38E+07,1.38E+07,73394.6,1.22648,0.224549,33.7555,33.98,1130.34,-6.46E+06,4.32E+07,6.14E+08,-1.29E+06,-0.0247563,0.165602,2.35139,-0.00495332,6.0755,-177.193,-37.2854,1911.37,OK
9,0.107824,245,62,0,30108,6.62982,1.11116,6.36681,0.134033,4.74553,0.704231,0.828549,1339.95,265.709,40.0778,-0.0408013,246.064,34.5,52,368,146.271,68.5613,0.531273,2.01844,1,0,0,491.11,-0.0408013,1,2.12E+07,1.30E+07,5.31E+08,5.31E+08,1.21E+07,0.0233489,0.0142904,0.585279,0.59957,0.328209,-4.54E+08,2.34E+07,4.60E+09,-6.14E+07,-1.66E-05,8.59E-07,0.000168564,-2.25E-06,0.00781872,-2.72E-09,-5.86E-06,3.90E-07,238.602,55.0359,-0.0322469,742,9.5847,38.9396,372.224,0.00289869,263.7,0.0220152,0.0295408,1568.06,296.901,30.9766,-0.0468702,240.221,0.5,30,0,129.721,72.8685,0.438267,1.85302,1,0,0,478.506,-0.0468702,1,756963,213501,1.63E+07,1.64E+07,177996,1.37489,0.387786,29.6357,30.0235,863.004,-1.80E+07,6.37E+07,8.19E+08,-2.75E+06,-0.0439835,0.155887,2.00364,-0.00674149,9.60202,-714.831,-91.214,7240.81,OK
9,0.106315,244.135,48.0597,-0.00606053,29501,6.91922,1.06734,6.38515,0.134295,4.55082,0.794918,0.851261,1298.88,263.344,38.0598,-0.046383,245.651,34,48,368,144.158,69.1247,0.520493,1.99687,1,0,0,490.163,-0.046383,1,2.32E+07,1.18E+07,5.10E+08,5.11E+08,1.07E+07,0.0266513,0.0135125,0.586455,0.599967,0.331104,-2.61E+08,-9.75E+07,3.50E+09,-3.90E+07,-1.02E-05,-3.80E-06,0.000136276,-1.52E-06,0.00721415,-4.21E-10,-2.05E-06,1.25E-07,237.21,40.2577,0.044813,656,11.8071,35.1287,413.768,0.0025299,233.708,0.0272041,0.0219506,1388.01,294.293,24.9251,-0.0468817,238.574,0.5,0,46,128.328,72.1217,0.437992,1.85259,1,0,0,475.429,-0.0468817,1,660151,132858,1.42E+07,1.42E+07,101886,1.53404,0.308731,32.9342,33.243,1073.84,-1.07E+07,4.98E+07,7.99E+08,-2.15E+06,-0.038035,0.1765,2.82923,-0.00760126,7.81456,-571.837,-73.4575,4752.67,OK
9,0.103258,245,56,0,29755,6.80055,1.09242,6.42906,0.132537,4.66641,0.740285,0.839906,1320.92,265.26,39.0057,-0.0498016,246.06,33.5,48,368,144.82,69.2842,0.521584,1.99902,1,0,0,490.799,-0.0498016,1,2.55E+07,1.26E+07,5.22E+08,5.23E+08,1.13E+07,0.0287578,0.0142165,0.589753,0.603969,0.33455,-3.76E+08,-6.87E+07,4.59E+09,-6.18E+07,-1.43E-05,-2.61E-06,0.00017428,-2.34E-06,0.00755719,-1.57E-09,-4.14E-06,2.65E-07,238.381,49.342,-0.0906599,682,10.6857,38.5859,411.316,0.00257137,243.073,0.0243137,0.0155603,1443.33,299.18,27.9983,-0.053192,239.939,0.5,0,39,130.673,73.1883,0.439912,1.85559,1,0,0,478.268,-0.053192,1,803148,176417,1.52E+07,1.53E+07,133655,1.72674,0.37929,32.7191,33.0984,1057.79,-1.50E+07,5.81E+07,9.47E+08,-3.29E+06,-0.0472506,0.183063,2.9869,-0.0103747,9.42841,-1110.45,-111.07,8652.02,OK
9,0.109149,244.975,60.0046,0.0277706,30094,6.69401,1.10667,6.40805,0.132708,4.76293,0.716524,0.822899,1342.09,266.389,39.7952,-0.0506737,246.327,34,48,374,145.171,68.959,0.524982,2.00577,1,0,0,491.554,-0.0506737,1,2.64E+07,1.33E+07,5.33E+08,5.34E+08,1.19E+07,0.0291562,0.0146346,0.588035,0.60267,0.332188,-4.19E+08,3.38E+08,5.46E+09,-6.59E+07,-1.54E-05,1.24E-05,0.000200261,-2.42E-06,0.0077556,-3.04E-09,-5.88E-06,3.83E-07,238.906,52.5915,0.0698635,682,9.90344,40.9907,404.949,0.00250728,244.586,0.0235864,0.0118753,1447.81,296.861,29.9755,-0.052475,240.271,0.5,0,29,129.733,72.7004,0.439613,1.85512,1,0,0,478.724,-0.052475,1,778994,194115,1.50E+07,1.50E+07,153200,1.67481,0.41734,32.2164,32.6337,1022.4,-1.67E+07,6.62E+07,9.63E+08,-2.88E+06,-0.0525695,0.208824,3.03534,-0.00907241,10.6402,-1633.22,-141.259,12329.1,OK
9,0.11595,243.62,43.2115,-0.0413965,28936,6.95503,1.04394,6.26065,0.135617,4.49478,0.832212,0.848981,1278.43,258.602,37.1821,-0.0692371,244.518,34,40,373,143.936,68.4154,0.524683,2.00517,1,0,0,487.643,-0.0692371,1,3.27E+07,1.23E+07,4.82E+08,4.84E+08,1.00E+07,0.0390521,0.0146527,0.575076,0.589729,0.320175,-1.21E+08,3.38E+08,2.08E+09,-3.32E+07,-5.00E-06,1.39E-05,8.59E-05,-1.37E-06,0.00690135,-9.01E-11,-9.44E-07,5.46E-08,237.545,38.5512,-0.00448427,652,13.3318,33.7727,449.252,0.0024656,237.524,0.0282532,0.0237801,1395.03,305.687,22.9291,-0.0783541,239.19,0.5,0,27,135.45,70.7009,0.478029,1.91841,1,0,0,477.162,-0.0783541,1,1.18E+06,178491,1.51E+07,1.52E+07,85696.2,2.78021,0.419877,35.6116,36.0315,1269.38,-7.67E+06,7.40E+07,9.38E+08,-2.77E+06,-0.0276815,0.267149,3.38539,-0.00999871,7.2229,-667.397,-77.0509,4599.48,OK
9,0.128927,243,61,0,29354,6.60496,1.09466,6.23017,0.135099,4.82145,0.699171,0.838342,1333.61,259.916,39.3517,-0.0560794,244.349,34,46,368,146.655,67.2465,0.541465,2.03951,1,0,0,487.229,-0.0560794,1,2.71E+07,1.29E+07,4.94E+08,4.96E+08,1.14E+07,0.0314601,0.0149547,0.573593,0.588547,0.316035,-3.47E+08,3.20E+08,3.28E+09,-6.85E+07,-1.37E-05,1.26E-05,0.000129651,-2.71E-06,0.00758818,-1.46E-09,-4.44E-06,2.87E-07,238.19,55.2981,0.0469453,699,9.47682,42.9729,406.247,0.00248655,248.663,0.0230267,0.0230807,1477.91,301.018,31.7636,-0.0668631,239.811,0.5,0,32,133.214,70.8098,0.468452,1.902,1,0,0,477.863,-0.0668631,1,1.04E+06,246208,1.58E+07,1.58E+07,176310,2.13637,0.503904,32.2646,32.7685,1027,-1.95E+07,8.48E+07,1.20E+09,-4.73E+06,-0.057078,0.248333,3.49974,-0.0138407,11.6942,-2847.06,-191.906,18282.4,OK
9,0.122329,242,55,0,29085,6.71308,1.06876,6.17467,0.135766,4.63848,0.739963,0.852975,1302.05,257.727,38.3918,-0.0242735,243.575,34.5,54,370,145.443,67.4841,0.53601,2.02815,1,0,0,485.337,-0.0242735,1,1.15E+07,1.10E+07,4.83E+08,4.83E+08,1.07E+07,0.0135459,0.012998,0.570613,0.583611,0.311669,-2.61E+08,1.90E+07,2.69E+09,-2.34E+07,-1.06E-05,7.71E-07,0.000109159,-9.52E-07,0.00723336,-4.37E-10,-2.28E-06,1.40E-07,238.105,49.7287,0.0716261,689,10.0366,40.7308,407.8,0.00251094,242.431,0.0246626,0.0275404,1448.8,299.426,29.8333,-0.0327008,239.217,0.5,0,56,132.269,70.7103,0.465406,1.89688,1,0,0,476.42,-0.0327008,1,499638,169652,1.54E+07,1.54E+07,153307,1.05249,0.357371,32.4968,32.8542,1037.38,-2.07E+07,4.17E+07,1.12E+09,-2.27E+06,-0.0631993,0.127398,3.43543,-0.0069507,10.5057,-2043.25,-155.237,13316.8,OK
9,0.129545,242.466,41.7285,0.0217949,28626,6.97887,1.03882,6.24979,0.136937,4.29464,0.839423,0.851805,1242.94,257.021,36.8284,0.00451509,243.82,33.5,56,372,143.675,68.3245,0.524451,2.00471,1,0,0,486.374,0.00451509,1,-2.09E+06,9.72E+06,4.73E+08,4.73E+08,9.71E+06,-0.00255133,0.0118568,0.576908,0.588765,0.319309,-1.28E+08,-4.20E+07,1.60E+09,-400594,-5.47E-06,-1.79E-06,6.82E-05,-1.71E-08,0.00683378,-3.67E-11,-6.22E-07,3.59E-08,236.988,37.0552,0.029548,668,13.4525,32.4731,435.843,0.0028111,236.795,0.0259387,0.0160769,1409.87,304.773,22.6555,-0.00442422,238.125,0.5,0,114,135.507,69.6189,0.486233,1.93282,1,0,0,474.688,-0.00442422,1,68248.4,86018.6,1.55E+07,1.55E+07,85716.7,0.152946,0.19277,34.7622,34.9549,1195.14,-1.12E+07,1.42E+07,6.50E+08,-116794,-0.0374158,0.0477109,2.18222,-0.000391823,6.67771,-212.124,-43.8445,2447.73,OK
9,0.115322,242,52,0,28944,6.81312,1.06392,6.24863,0.134928,4.50831,0.763593,0.8574,1280.53,258.424,37.9303,-0.0306491,243.645,34.5,52,369,144.389,67.9976,0.529066,2.01396,1,0,0,486.087,-0.0306491,1,1.45E+07,1.09E+07,4.83E+08,4.83E+08,1.04E+07,0.0172876,0.0129567,0.576298,0.589254,0.318549,-2.37E+08,5.71E+07,2.57E+09,-3.06E+07,-9.79E-06,2.35E-06,0.000106121,-1.26E-06,0.00716805,-3.36E-10,-1.98E-06,1.21E-07,237.737,46.0099,-0.0281616,705,10.9491,36.4874,398.502,0.00254579,250.288,0.0266853,0.0243873,1489.09,299.419,27.3466,-0.0415473,239.738,0.5,0,51,131.907,71.125,0.460797,1.8892,1,0,0,477.658,-0.0415473,1,650268,158838,1.58E+07,1.58E+07,131806,1.30832,0.319578,31.737,32.0566,993.901,-1.65E+07,5.24E+07,1.20E+09,-2.35E+06,-0.0470685,0.149454,3.43573,-0.00670678,8.43074,-1050.06,-98.6987,6774.8,OK
9,0.097102,246,62,0,30648,6.53124,1.12111,6.32223,0.130144,4.59398,0.713159,0.796093,1330.15,267.268,40.9216,-0.0159426,247.02,34.5,52,386,146.668,68.0054,0.536333,2.02881,1,0,0,493.04,-0.0159426,1,8.52E+06,1.30E+07,5.47E+08,5.47E+08,1.28E+07,0.00907022,0.0138043,0.58254,0.596344,0.323789,-5.70E+08,1.75E+08,9.28E+09,-2.83E+07,-1.98E-05,6.08E-06,0.000322187,-9.82E-07,0.00795931,-9.54E-09,-9.75E-06,6.43E-07,237.503,52.4148,0.0922879,672,10.5006,39.9962,418.984,0.0026439,236.757,0.0216084,0.00564994,1413.97,299.727,28.5438,-0.00967263,239.305,0.5,0,71,133.48,68.5919,0.486127,1.93263,1,1,1,477.436,-0.00967263,0,144651,138277,1.51E+07,1.51E+07,136878,0.320319,0.306205,33.4181,33.7243,1096.81,-1.78E+07,1.98E+07,6.41E+08,-712999,-0.0585756,0.0651723,2.11346,-0.00234953,10.1302,-828.407,-106.592,9012.22,OK
9,0.104486,246.544,59.9631,0.0816892,30707,6.59532,1.10127,6.26324,0.130072,4.4685,0.733004,0.812728,1313.12,266.446,40.3992,-0.00232969,247.554,34.5,56,376,146.199,68.3809,0.532275,2.02048,1,0,0,494.082,-0.00232969,1,1.24E+06,1.25E+07,5.45E+08,5.45E+08,1.25E+07,0.00131558,0.0132907,0.577987,0.591278,0.318889,-5.02E+08,1.49E+08,8.88E+09,1.91E+06,-1.73E-05,5.15E-06,0.000306579,6.61E-08,0.00768014,-6.04E-09,-7.51E-06,4.77E-07,239.691,51.9701,0.10232,649,11.0643,42.0084,463.795,0.00246523,229.097,0.0218533,0.0179772,1366.9,309.869,28.0061,-0.000938689,240.608,0.5,0,116,137.488,71.7924,0.477827,1.91806,1,0,0,479.508,-0.000938689,1,14504.4,127273,1.56E+07,1.56E+07,127260,0.0344358,0.302168,36.9871,37.2893,1345.79,-2.04E+07,4.42E+06,9.00E+08,381980,-0.074591,0.0161659,3.29199,0.00139736,11.1751,-2280.69,-181.351,16920.3,OK
9,0.101568,246,45,0,29808,6.9815,1.05744,6.38251,0.129911,4.22986,0.825386,0.854304,1258.74,264.663,37.9092,-0.0150097,247.105,34.5,54,377,144.603,69.48,0.519511,1.99494,1,0,0,493.173,-0.0150097,1,7.67E+06,1.08E+07,5.22E+08,5.22E+08,1.07E+07,0.00863572,0.0121827,0.587352,0.599535,0.331118,-2.76E+08,7.68E+07,6.95E+09,-1.14E+07,-1.04E-05,2.90E-06,0.000262472,-4.30E-07,0.00708095,-1.07E-09,-2.91E-06,1.68E-07,239,32.5,0,670,14.2123,30.0994,426.782,0.00305568,236.122,0.0274748,0.0202015,1409.97,302.047,21.2524,-0.00751059,240.271,0.5,0,76,134.117,69.2307,0.483805,1.92852,1,0,0,479.07,-0.00751059,1,114200,76511.9,1.53E+07,1.53E+07,75654.1,0.254399,0.170443,34.0399,34.2104,1147.4,-5.87E+06,7.62E+06,1.15E+08,-804273,-0.0195195,0.0253381,0.383548,-0.00267411,5.73715,-6.42353,-11.0727,669.391,OK
